fecha,docto,folio,tipo_mov,alm_,entradas,salidas,existencias,costo_unit,cant_costear,capas,codigo_proveedor,unidad,descripcion,stock_minimo,tipo_costeo,control_almacen,stock_maximo
2023-07-19,PP04464,67202,Salida a fáb.,1,0,84.0,312.1825,11.42567,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-06-28,PP04391,66320,Salida a fáb.,1,0,87.0,403.1825,4.95,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-06-15,PP04379,65807,Salida a fáb.,1,0,38.0,90.1825,11.48931,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-06-15,PP04377,65805,Salida a fáb.,1,0,87.0,128.1825,8.3324,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-06-14,PP04321,65679,Salida a fáb.,1,0,198.0,215.1825,4.95,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-05-15,PP04285,64297,Salida a fáb.,1,0,84.0,173.1825,11.48931,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-04-19,PP04234,63334,Salida a fáb.,1,0,168.0,257.1825,11.48931,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-12-13,PP03900,58060,Salida a fáb.,1,0,174.0,447.99,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-12-01,PP03869,57664,Salida a fáb.,1,0,87.0,226.99,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-11-18,PP03840,57223,Salida a fáb.,1,0,87.0,313.99,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-10-28,PP03794,56387,Salida a fáb.,1,0,10.0,400.99,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-10-19,OT00013,55827,Salida a fáb.,1,0,0.51,410.99,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2022-10-03,PP03716,54771,Salida a fáb.,1,0,4.0,411.5,6.20525,0,0,ALDSD-12,M,ALAMBRE DSD CAL.12,0.0,P E P S,MP,0.0
2023-07-24,PP04480,67422,Salida a fáb.,1,0,12.0,1501.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-19,PP04465,67204,Salida a fáb.,1,0,3.0,513.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-17,PP04425,67087,Salida a fáb.,1,0,6.0,516.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-17,PP04460,67076,Salida a fáb.,1,0,240.0,522.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-14,PP04457,67034,Salida a fáb.,1,0,30.0,762.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-14,PP04455,67028,Salida a fáb.,1,0,8.0,792.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-14,PP04455,67028,Salida a fáb.,1,0,16.0,800.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-14,PR00190,67020,Salida a fáb.,1,0,2.0,816.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-14,PP04453,67018,Salida a fáb.,1,0,45.0,818.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-11,PP04440,66870,Salida a fáb.,1,0,1.0,863.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-11,PP04440,66870,Salida a fáb.,1,0,3.0,864.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-07-06,PP04404,66694,Salida a fáb.,1,0,18.0,867.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-30,PP04374,66477,Salida a fáb.,1,0,45.0,885.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-27,PP04393,66262,Salida a fáb.,1,0,4.0,930.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-27,PP04393,66262,Salida a fáb.,1,0,8.0,934.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-16,PP04343,65853,Salida a fáb.,1,0,2.0,942.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-15,PP04360,65803,Salida a fáb.,1,0,20.0,944.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-15,PP04370,65790,Salida a fáb.,1,0,6.0,964.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-15,PR00182,65786,Salida a fáb.,1,0,24.0,970.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-06-02,PBACARTUCHO,65287,Salida a fáb.,1,0,2.0,994.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-31,PR00180,65119,Salida a fáb.,1,0,3.0,996.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-31,PR00180,65119,Salida a fáb.,1,0,6.0,999.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-31,PP04319,65113,Salida a fáb.,1,0,3.0,1005.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-31,PP04319,65113,Salida a fáb.,1,0,6.0,1008.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-30,PP04310,65045,Salida a fáb.,1,0,4.0,1014.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-30,PP04310,65045,Salida a fáb.,1,0,8.0,1018.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-30,PP03734,65043,Salida a fáb.,1,0,9.0,1026.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-30,PP04268,65040,Salida a fáb.,1,0,20.0,1035.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-23,PP04278,64696,Salida a fáb.,1,0,3.0,1055.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-23,PP04278,64696,Salida a fáb.,1,0,6.0,1058.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-23,PP04205,64684,Salida a fáb.,1,0,12.0,1064.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04188,64668,Salida a fáb.,1,0,3.0,1076.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04188,64668,Salida a fáb.,1,0,6.0,1079.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04199,64655,Salida a fáb.,1,0,6.0,1085.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04243,64612,Salida a fáb.,1,0,20.0,1091.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04262,64605,Salida a fáb.,1,0,4.0,1111.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04262,64605,Salida a fáb.,1,0,8.0,1115.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04280,64595,Salida a fáb.,1,0,40.0,1123.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04280,64591,Salida a fáb.,1,0,40.0,1163.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-22,PP04276,64588,Salida a fáb.,1,0,12.0,1203.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-17,PP04268,64441,Salida a fáb.,1,0,20.0,1215.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-17,PP04268,64439,Salida a fáb.,1,0,20.0,1235.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-15,PP04266,64295,Salida a fáb.,1,0,3.0,1255.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-11,PP04253,64178,Salida a fáb.,1,0,12.0,1258.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-05-03,PP04245,63913,Salida a fáb.,1,0,9.0,1270.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-04-26,PP04229,63650,Salida a fáb.,1,0,24.0,1279.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-04-25,PP04230,63576,Salida a fáb.,1,0,4.0,1303.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-04-25,PP04230,63576,Salida a fáb.,1,0,8.0,1307.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-04-14,PP04204,63131,Salida a fáb.,1,0,3.0,1315.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-04-14,PP04204,63131,Salida a fáb.,1,0,6.0,1318.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-31,PP04159,62590,Salida a fáb.,1,0,10.0,1324.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-31,PP04159,62590,Salida a fáb.,1,0,20.0,1334.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-31,PP04165,62583,Salida a fáb.,1,0,18.0,1354.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-23,PP04033,62165,Salida a fáb.,1,0,4.0,1372.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-23,PP04033,62165,Salida a fáb.,1,0,8.0,1376.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-17,PP04145,62001,Salida a fáb.,1,0,4.0,1384.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-17,PP04145,62001,Salida a fáb.,1,0,8.0,1388.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-15,PP04104,61915,Salida a fáb.,1,0,30.0,1396.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-15,PP04128,61903,Salida a fáb.,1,0,15.0,1426.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-15,PP04128,61903,Salida a fáb.,1,0,30.0,1441.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-14,PP00407,61865,Salida a fáb.,1,0,9.0,1471.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-07,PP04113,61506,Salida a fáb.,1,0,2.0,1480.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-06,PP04108,61433,Salida a fáb.,1,0,4.0,1482.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-03-03,PP04098,61401,Salida a fáb.,1,0,28.0,1486.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-28,PP04074,61185,Salida a fáb.,1,0,3.0,1514.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-27,PP04082,61131,Salida a fáb.,1,0,9.0,1517.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-27,PP04076,61119,Salida a fáb.,1,0,6.0,1526.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-24,PP04062,61015,Salida a fáb.,1,0,15.0,1532.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-23,PP03786,60961,Salida a fáb.,1,0,18.0,1547.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-23,PP04059,60956,Salida a fáb.,1,0,15.0,1565.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-23,PP04059,60956,Salida a fáb.,1,0,30.0,1580.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-21,PP04053,60822,Salida a fáb.,1,0,36.0,1610.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-17,PP04028,60651,Salida a fáb.,1,0,12.0,1646.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-17,PP04046,60647,Salida a fáb.,1,0,12.0,1658.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-10,PP04016,60320,Salida a fáb.,1,0,12.0,1670.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-10,PP04016,60320,Salida a fáb.,1,0,24.0,1682.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-10,PP04023,60308,Salida a fáb.,1,0,4.0,1706.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-03,PP04005,60080,Salida a fáb.,1,0,3.0,1710.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-02-03,PP04009,60060,Salida a fáb.,1,0,3.0,1713.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-30,PP03985,59817,Salida a fáb.,1,0,45.0,1716.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-27,PP03974,59738,Salida a fáb.,1,0,45.0,1761.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-26,PP03989,59656,Salida a fáb.,1,0,27.0,1806.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-25,PP03961,59581,Salida a fáb.,1,0,9.0,1833.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-25,PP03961,59581,Salida a fáb.,1,0,18.0,1842.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-24,PP03979,59487,Salida a fáb.,1,0,3.0,1860.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-24,PP03979,59487,Salida a fáb.,1,0,6.0,1863.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-24,PP'03969,59481,Salida a fáb.,1,0,24.0,1869.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-24,PP03969,59476,Salida a fáb.,1,0,20.0,1893.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-24,PP03971,59472,Salida a fáb.,1,0,18.0,1913.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-20,PP03945,59337,Salida a fáb.,1,0,126.0,1931.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-11,PP03927,58945,Salida a fáb.,1,0,12.0,2057.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-09,PP03935,58819,Salida a fáb.,1,0,3.0,2069.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-09,PP03935,58819,Salida a fáb.,1,0,6.0,2072.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-06,PP03907,58772,Salida a fáb.,1,0,4.0,2078.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-06,PP03907,58772,Salida a fáb.,1,0,8.0,2082.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2023-01-02,PP03905,58608,Salida a fáb.,1,0,18.0,1368.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-23,PP03908,58562,Salida a fáb.,1,0,9.0,1386.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-23,PP03915,58554,Salida a fáb.,1,0,6.0,1395.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-23,PP03915,58554,Salida a fáb.,1,0,12.0,1401.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-22,OT0062,58513,Salida a fáb.,1,0,1.0,1413.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-22,OT0062,58513,Salida a fáb.,1,0,2.0,1414.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-22,PP03913,58454,Salida a fáb.,1,0,18.0,1416.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-22,PP03913,58448,Salida a fáb.,1,0,18.0,1434.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-21,PPO3906,58408,Salida a fáb.,1,0,20.0,1452.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-21,PP03906,58397,Salida a fáb.,1,0,52.0,1472.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-20,PPO3903,58329,Salida a fáb.,1,0,15.0,1524.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-20,PPO3903,58329,Salida a fáb.,1,0,30.0,1539.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-19,PP03898,58267,Salida a fáb.,1,0,18.0,1569.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-19,PP03898,58267,Salida a fáb.,1,0,36.0,1587.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-14,PP04387,58121,Salida a fáb.,1,0,6.0,1623.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-14,PP04387,58121,Salida a fáb.,1,0,12.0,1629.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-06,PP03882,57850,Salida a fáb.,1,0,4.0,1641.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-06,PP03882,57850,Salida a fáb.,1,0,8.0,1645.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-05,PP03875,57793,Salida a fáb.,1,0,3.0,1653.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-02,PP03872,57741,Salida a fáb.,1,0,16.0,1656.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-12-02,PP03838,57733,Salida a fáb.,1,0,24.0,1672.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-11-25,PP03851,57410,Salida a fáb.,1,0,12.0,1696.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
2022-11-18,PP03844,57233,Salida a fáb.,1,0,2.0,1708.0,1.25,0,0,TAPLAST - 5/8,PZ,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",50.0,P E P S,G,500.0
